Id,Name,Gender,Age,Birthdate,Address,Coord,Phone_number
6a443189-c056-40a6-a351-83be42045e5a,석채린,Female,7,2017-10-10,전북특별자치도 속초시 우치산1길 86,Lat: 40.0351° Lng: 129.5858°,050-8328-0259
a9f67375-5ab9-4b14-9649-f7a28ea75ec1,허도윤,Male,11,2013-07-10,제주특별자치도 영주시 내공길 82,Lat: 40.6781° Lng: 129.4941°,050-6731-2624
63e7f203-4390-469e-a2f4-eb30f4ea1dd9,우미림,Female,36,1989-01-24,전북특별자치도 기장군 위만소재길 241,Lat: 37.0383° Lng: 124.8624°,050-7843-7080
a67e1132-2571-493f-99bb-88546413b58c,소은선,Female,44,1980-11-06,서울특별시 중랑구 곡현로 279,Lat: 43.3365° Lng: 129.0803°,050-2437-5131
cf815caf-c966-4c4d-9a3c-0432b11de0fa,서정림,Female,54,1970-08-15,광주광역시 부평구 골가실1길 266,Lat: 37.8086° Lng: 124.8724°,050-9968-3314
5b65933c-7a19-4cec-a047-119b5d39b993,심성수,Male,60,1965-06-06,제주특별자치도 김천시 첨단산업6로 276,Lat: 35.8540° Lng: 127.4355°,050-0663-5077
c5def5d1-dbc5-4b26-b409-306e378a63c5,시미롬,Female,45,1979-07-24,전라남도 보령시 아랫솔길 258,Lat: 36.4354° Lng: 128.8122°,050-2019-5892
3cd251d8-0e40-4543-847e-0f655558a60e,설재이,Male,5,2020-01-08,충청남도 구례군 파동로30길 56,Lat: 37.0152° Lng: 129.3889°,050-6372-8818
c65a232c-26ba-4b06-8a7c-7494d67dd912,이미주,Female,41,1984-02-04,충청남도 연천군 애원로 61,Lat: 41.9170° Lng: 124.6983°,050-8058-5592
4c5616c1-79ec-4b50-aa0b-afe81cb42ab4,어정우,Male,7,2017-12-19,전북특별자치도 창녕군 남해대로3204번길 140,Lat: 38.5771° Lng: 127.2939°,050-5465-7047
519dbe00-7c4f-4f52-aff1-e9a1672274f1,추진철,Male,57,1968-04-10,광주광역시 강동구 대화중앙2길 299,Lat: 35.6543° Lng: 124.4314°,050-8697-0145
363dc608-14f5-4eb7-b015-f9180a7f1113,전진국,Male,61,1963-08-21,대전광역시 수성구 도곡1길 183,Lat: 37.6385° Lng: 128.5604°,050-9889-6817
1475a96f-5d98-4bca-9a0a-f66b707fc687,황유나,Female,32,1993-05-26,경상남도 예산군 거제남서로 114,Lat: 39.0542° Lng: 130.1956°,050-0121-8615
271a24aa-0fba-4c4f-a7c0-784f49d0a571,류하율,Male,13,2011-07-17,충청북도 문경시 용수로 292,Lat: 42.7640° Lng: 128.6761°,050-6911-4822
7cc877a6-e8e7-4b96-a51b-efacd2c7fcf3,마시연,Female,24,2000-09-26,충청북도 함양군 녹사평대로 252,Lat: 41.8334° Lng: 129.3893°,050-5887-6987
487c27ea-fe5e-4011-9c33-70dfb70947f2,아연우,Male,8,2016-12-12,부산광역시 서대문구 어로4길 296,Lat: 37.7582° Lng: 126.2063°,050-0740-3161
19c0c56b-0906-4c4d-9c2d-0a8eab2f4116,양민우,Male,16,2008-08-01,경상남도 단양군 모악산자락길 237,Lat: 43.4380° Lng: 130.1583°,050-0801-2386
0295db3d-ec15-4ccf-a4a0-a7a3a71d470c,서성수,Male,65,1960-03-14,세종특별자치시 동작구 상군2길 201,Lat: 33.5061° Lng: 126.8339°,050-7220-1010
dd31e729-b146-4ffd-aa90-d6f0744c96ca,사공영주,Female,42,1983-01-05,경상북도 여수시 동삼로77번길 84,Lat: 43.6479° Lng: 131.5521°,050-3700-3804
b248a5dd-5dad-4b83-ad37-f31a569c6abc,석미순,Female,52,1973-02-20,충청북도 구례군 척동2길 260,Lat: 40.6279° Lng: 124.7778°,050-9876-3531
5589d325-7d65-4e39-8fdc-e69161fccfe0,태현서,Male,25,1999-11-04,경상남도 해남군 금학우길리길 172,Lat: 43.9365° Lng: 125.8423°,050-4668-5668
9e802ab8-19f2-4e8d-a6e9-e1851139ef37,채성재,Male,50,1974-07-18,충청남도 정선군 상도숭뢰길176번길 122,Lat: 43.4865° Lng: 131.8860°,050-2335-6576
9705f51f-28f3-4d47-b1be-4f1dded37a46,백혜자,Female,64,1961-06-23,세종특별자치시 송파구 원천오촌길 28,Lat: 40.6470° Lng: 126.4896°,050-7715-9844
d771e8aa-8c32-4ebb-9f3e-440f62db122c,독고우주,Male,28,1997-04-27,제주특별자치도 계룡시 자봉도안길 107,Lat: 33.8752° Lng: 127.9784°,050-9983-9546
3f4f2c3c-e7b7-4950-a3a7-f99583ecf222,종영호,Male,25,1999-08-13,제주특별자치도 천안시 서북구 금교로 346,Lat: 41.0816° Lng: 131.0675°,050-0603-2695
cb0c594e-7a10-47b7-8649-cd0ab524b992,조정선,Female,42,1982-10-19,충청남도 영천시 바람재로 71,Lat: 34.4702° Lng: 129.1076°,050-1601-5341
dedf1f4e-c14d-420c-ae92-bca845e4bf79,엄민정,Female,25,1999-10-03,충청남도 안동시 바랑골길 170,Lat: 40.3402° Lng: 128.7880°,050-2706-5530
c8e8169d-1988-4a9b-8ef7-8c5039d8c1cd,차하랑,Male,29,1996-01-24,대구광역시 영도구 장탄길136번길 24,Lat: 33.0799° Lng: 130.2984°,050-8904-2448
18b85b0c-e3c4-435b-8669-02f6c655ff7b,서문예슬,Female,32,1993-06-25,전라남도 강릉시 대정안길 292,Lat: 33.3421° Lng: 131.0433°,050-0650-9836
6da67400-e62d-46f2-b694-36754d34ba7f,함영자,Female,61,1964-06-24,충청남도 양양군 노산서19길 47,Lat: 42.3280° Lng: 128.0450°,050-3523-8831
5731a518-cd41-41c3-bceb-8e4001032991,맹영주,Male,53,1972-06-15,경상북도 서귀포시 칠산로8길 219,Lat: 35.3882° Lng: 127.1461°,050-6314-4602
3bac3c56-df87-41eb-87e2-55b73489fcc8,빈예찬,Male,17,2008-04-22,충청남도 공주시 북한강변로 232,Lat: 39.7685° Lng: 131.7263°,050-9395-6859
4f6a4b96-3e26-45af-841f-f4f04911011e,이도하,Male,6,2019-05-04,전라남도 아산시 운잠길 219,Lat: 36.1147° Lng: 126.1251°,050-0800-9042
f4f64b8a-a878-418c-8182-756ac1296933,온예나,Female,11,2013-09-04,강원특별자치도 고창군 서하남로47번길 227,Lat: 42.7490° Lng: 125.6513°,050-6559-9388
b9074b2b-5e5e-4535-aee7-659153f28f15,온경희,Female,56,1969-01-19,충청남도 고양시 덕양구 동건길 208,Lat: 42.9834° Lng: 130.7825°,050-6344-7339
ced986da-62e9-4f56-aa57-967658593818,빈성민,Male,65,1960-04-24,경상북도 가평군 운산길 350,Lat: 37.2814° Lng: 126.2338°,050-6390-2899
f78bd8a2-95be-44c5-95d4-65173837bb1d,팽지수,Female,21,2003-12-02,경상남도 횡성군 동백동길 183,Lat: 41.4263° Lng: 124.2105°,050-5055-5959
241187fa-6663-4692-a705-dd8afd6989aa,정서은,Female,1,2023-08-16,충청남도 함평군 남악4로 272,Lat: 39.7210° Lng: 131.3256°,050-7690-7012
4c912d11-21a0-428a-8706-acd3e04960a9,진영라,Female,37,1987-12-23,경상북도 이천시 용추길 239,Lat: 39.7646° Lng: 125.9007°,050-2800-9626
6a95a1b4-6615-454e-89e4-8c11eefd29b4,하진석,Male,48,1977-02-24,전북특별자치도 목포시 선수촌공원로23번길 231,Lat: 33.5823° Lng: 127.2943°,050-0101-4832
00b38475-46c6-4191-9363-4e07c7d747b7,온서준,Male,30,1995-02-15,전북특별자치도 안동시 송학로 253,Lat: 33.5511° Lng: 131.8247°,050-3043-5233
cefd033c-3d0d-46c2-9eb3-17b9565dff77,위서율,Female,5,2020-06-27,강원특별자치도 구례군 동광비치길 286,Lat: 35.3100° Lng: 131.8908°,050-0364-0268
26c5f322-1927-4003-a852-bc0342b0aa4e,어하린,Female,32,1993-03-10,경상남도 남원시 대동로 94,Lat: 41.5591° Lng: 125.5666°,050-5675-4267
eb5ab08b-cc77-4109-ac7f-d8ad9e5f1475,우영수,Female,50,1974-11-06,경기도 보성군 평월1길 95,Lat: 40.6750° Lng: 130.7340°,050-6201-6176
a0762953-35be-4efe-9176-50b3d277edaf,박주영,Male,26,1998-09-15,강원특별자치도 광양시 학천길 294,Lat: 39.7346° Lng: 126.1534°,050-9109-5815
6cf59242-7db8-448d-97b5-e443c542e122,추유빈,Female,15,2010-06-15,전라남도 평택시 대사관로 223,Lat: 35.9623° Lng: 127.1121°,050-9336-4357
32eb6654-35bd-4e73-9992-173c169fe117,변동수,Male,47,1978-04-25,강원특별자치도 연천군 연구단지1길 318,Lat: 40.5993° Lng: 127.4656°,050-1633-2149
9e4daccb-0820-4c37-9aff-6d49993de668,사선숙,Female,60,1965-05-06,전라남도 삼척시 옹기길 61,Lat: 34.3145° Lng: 125.9521°,050-4576-4030
b10e8f00-b898-4df4-8fc8-e780119cb3f1,평은찬,Male,26,1998-12-17,전라남도 정선군 구수미2길 1,Lat: 38.3341° Lng: 131.2135°,050-1683-6779
fda7e4f0-b26e-4519-9e8d-3d338ba6968e,은예나,Female,33,1992-04-19,대구광역시 서대문구 울옥길 23,Lat: 39.5388° Lng: 126.8527°,050-7253-1484
2f5e1dbd-0bd3-45bd-9700-c0bc4f219bad,음승우,Male,33,1991-11-24,강원특별자치도 수원시 권선구 학동11로 333,Lat: 38.3703° Lng: 126.8675°,050-4230-4059
1a89c866-8c61-41b3-a10a-01a702145d5d,강시은,Female,14,2010-11-27,경기도 익산시 우록길 60,Lat: 40.9426° Lng: 126.2496°,050-1026-3523
bb0d9669-52c5-465c-b238-20984ee6f963,엽예림,Female,35,1990-06-22,충청북도 계룡시 전동성당길 9,Lat: 42.8544° Lng: 125.4899°,050-9544-5024
e723c9d9-d010-4362-ab01-cbcbc6062b24,진성진,Male,26,1999-03-28,충청북도 창원시 마산회원구 초당원길 266,Lat: 39.6283° Lng: 130.3416°,050-5600-5237
a990c260-1d00-42b8-821d-c3fae79f96ae,마다현,Female,11,2013-12-17,충청남도 영암군 광촌길 79,Lat: 34.9822° Lng: 125.3394°,050-5759-3101
75538833-20b8-4533-a9cd-cad6c3885494,도서윤,Female,9,2016-05-03,전북특별자치도 거창군 인주대로446번길 292,Lat: 36.5976° Lng: 129.2021°,050-8542-9644
045e0ca1-3205-48b3-b67c-e23092965681,조영하,Male,48,1976-10-03,제주특별자치도 창원시 진해구 금관로북계길 56,Lat: 38.6543° Lng: 129.9677°,050-2229-8508
f70f6a5c-78ee-4eb9-a99b-48c647dc6083,노진형,Male,44,1981-05-19,경기도 동두천시 현산북평로 141,Lat: 40.1399° Lng: 126.4890°,050-5569-3784
14101495-72c2-4fc4-a39b-6c2f2a2b5951,정철섭,Male,60,1965-05-20,경상북도 창원시 진해구 북악산로27길 220,Lat: 42.5015° Lng: 125.0767°,050-5266-4867
68c051d1-865f-4228-99a4-f0019c3a7055,서민환,Male,37,1988-01-20,충청남도 창원시 진해구 조문로 88,Lat: 43.8042° Lng: 125.4608°,050-2115-1673
ea4b084a-e3b2-4552-b373-90086ad62d31,서문이담,Male,0,2024-11-10,전북특별자치도 정읍시 서차남1길 17,Lat: 39.3374° Lng: 127.4626°,050-5462-2129
e8f99e7f-61de-4a30-97e2-bfc77ef908cd,화시현,Female,21,2004-03-27,울산광역시 광진구 향교길45번길 121,Lat: 42.9856° Lng: 131.9923°,050-0154-3029
d7b1f77e-5a3d-4c4c-9884-728752a1d849,신서희,Female,30,1995-03-07,전북특별자치도 청주시 서원구 초옥길 166,Lat: 36.8229° Lng: 125.5114°,050-8137-6217
60337f77-24e3-484a-be72-c4d6300738a1,편지유,Female,15,2009-07-14,전라남도 포항시 남구 문수로1499번길 273,Lat: 38.7475° Lng: 125.6839°,050-0227-5157
eaae333e-c2e8-4c44-b514-893f18e49862,가채연,Female,16,2008-10-12,전라남도 익산시 중앙2길 194,Lat: 36.4325° Lng: 125.9954°,050-2860-0144
1c89dc9e-18d6-4aa1-8e24-d0904f3568b3,유예슬,Female,32,1992-07-08,경상남도 여수시 삼도로 184,Lat: 37.1691° Lng: 125.2985°,050-6885-3836
a73b7127-02c1-48bf-8383-c3110d089257,최동욱,Male,19,2006-01-02,세종특별자치시 계양구 수리재길 51,Lat: 43.5118° Lng: 126.2877°,050-8701-3654
cce06f09-04b2-47aa-bd13-5347324848d8,엄미영,Female,45,1980-05-22,강원특별자치도 영암군 야음본로 92,Lat: 33.6792° Lng: 129.4408°,050-4428-7152
2b102f61-c719-4572-bc03-15a233704ee1,금순자,Female,48,1977-05-21,경기도 함평군 장좌월곡길 322,Lat: 42.4912° Lng: 126.8809°,050-2965-0264
9fd0d116-b085-4ef1-8036-36d34b2a2a2c,우수아,Female,17,2007-08-10,경상남도 양평군 신계2길 86,Lat: 34.8895° Lng: 129.6447°,050-7758-0054
358a38c0-0e00-4f73-b75f-713f80f8cec9,전아린,Female,4,2020-07-27,경상북도 영양군 심산로 148,Lat: 41.2476° Lng: 124.4652°,050-9528-2251
e19a63d4-2074-4d6b-b798-0bf5b3af023e,봉태윤,Male,5,2019-09-28,충청북도 군산시 행정1길 333,Lat: 36.4266° Lng: 129.3669°,050-5421-1099
e6e56c5b-95ea-48df-8ab1-36dce3270fa0,유선연,Female,64,1960-07-25,경상북도 용인시 처인구 흥신로 208,Lat: 42.9786° Lng: 125.6267°,050-4088-9853
8a05ec7a-cbc6-4a17-8bee-d80b7780c239,함지유,Female,7,2018-05-16,대구광역시 부평구 원설로 291,Lat: 42.3477° Lng: 127.1738°,050-8239-6229
a2d21b47-229c-433d-aea6-3d20cdbd5d70,강현준,Male,13,2011-10-04,충청남도 안동시 경동로 5,Lat: 39.6009° Lng: 131.1247°,050-6679-7934
421f1839-b896-49e3-9a85-6ec1ac20154c,육서호,Male,3,2022-03-02,강원특별자치도 포항시 남구 목촌길 138,Lat: 40.8714° Lng: 130.4629°,050-3313-7636
d266148a-5568-4328-b2b4-8667be72f3c8,어철재,Male,62,1963-04-04,전북특별자치도 구례군 소주로 218,Lat: 39.7773° Lng: 125.1242°,050-3073-1876
57e5d649-7160-4ec2-b810-a7247d374fd6,상진섭,Male,63,1961-08-15,충청북도 기장군 송단길 3,Lat: 36.8605° Lng: 125.1793°,050-9313-4032
f70fbb31-bb66-498c-9e14-d5d3e6d671fa,최태윤,Male,6,2018-10-02,전라남도 장성군 내건지길 86,Lat: 39.6550° Lng: 124.5161°,050-3595-2035
0df85e2a-b309-4b74-91d6-66e2ace9c017,감진섭,Male,37,1987-10-13,경상북도 군포시 해안길442번길 83,Lat: 42.2994° Lng: 130.1649°,050-9763-9965
aa0be5e8-3771-463c-8bfe-0175b1b77d4c,범정미,Female,55,1970-01-25,경기도 안산시 단원구 황색로 88,Lat: 41.1345° Lng: 127.9891°,050-4704-2175
4840441b-7d93-4fcc-800e-a1e57b292bb5,명윤서,Female,27,1998-06-17,경상북도 청주시 서원구 공단8로 111,Lat: 38.0759° Lng: 126.8073°,050-9518-3250
2f370635-b518-41b7-b974-8471a555cf49,함하윤,Female,27,1998-04-03,충청북도 수원시 권선구 장감정동길 250,Lat: 39.6559° Lng: 129.4718°,050-2506-7426
488cc13e-fa6c-4c78-94b8-65d3ee767380,문시현,Female,16,2009-05-16,전라남도 상주시 봉산로 68,Lat: 35.0981° Lng: 127.5057°,050-8815-8733
ae581001-a48e-4dde-875a-9f02b12bf447,전지우,Male,5,2020-04-21,경기도 양주시 산동희망2길 184,Lat: 41.1555° Lng: 130.4050°,050-2920-0874
db3a59e6-9304-445e-833d-70ad26f148c2,마정주,Male,43,1981-08-01,서울특별시 양천구 양림로 95,Lat: 36.9030° Lng: 125.4204°,050-8163-9555
f7b6fb2d-03b0-48b6-9b02-dd370434dc92,독고미화,Female,61,1964-01-23,대구광역시 강북구 개건너길 46,Lat: 40.4692° Lng: 128.1885°,050-7264-8239
1d616663-75f3-40b4-b99b-00efb8864425,방성철,Male,49,1976-07-03,대구광역시 종로구 동의보감로312번나길 27,Lat: 40.9069° Lng: 125.7763°,050-1995-6193
44a4e7c9-135c-41fd-aebc-ae5817b9b72e,손서연,Female,11,2014-04-08,충청북도 단양군 곧은터길 235,Lat: 37.5643° Lng: 124.0771°,050-8997-4746
64f388eb-2cef-4325-8218-a48a040d4a66,맹지우,Female,25,1999-12-25,경상북도 강화군 서탄2로 115,Lat: 35.3295° Lng: 128.2413°,050-0210-5520
e3ec7559-6611-4214-9158-976303138180,제성정,Male,57,1968-02-04,충청북도 단양군 오정동로 168,Lat: 42.8063° Lng: 127.3040°,050-5809-6422
b0c1aa87-3160-40b8-b95b-6b009ffaf361,갈선우,Male,23,2001-11-27,충청북도 양양군 부사로 26,Lat: 37.7685° Lng: 131.9604°,050-3913-5635
88adfd30-79ea-4dc2-b45f-52ed02232bc2,변혜림,Female,26,1999-03-14,경상북도 용인시 수지구 과학나래5길 31,Lat: 40.5053° Lng: 125.2853°,050-8374-6086
6b1e82c7-bf34-4c7f-a4a4-fba358c879d8,이영성,Male,56,1968-08-07,경상남도 증평군 경산로 331,Lat: 43.4716° Lng: 130.1128°,050-7036-4305
743e4294-d4f5-4321-84a9-3a563eada740,동혜화,Female,61,1963-07-16,서울특별시 강동구 신탄진동로48번길 213,Lat: 38.5279° Lng: 124.1328°,050-7063-0745
ea681a80-f78a-411b-8433-4c38e7da03a0,강영숙,Female,61,1964-06-05,전라남도 청주시 상당구 삼사로 264,Lat: 40.3721° Lng: 128.7236°,050-5213-6599
2310f85e-fd3b-4bcd-be1b-4cb00429ba5c,서순애,Female,59,1966-04-08,충청남도 영광군 장터길 23,Lat: 40.1038° Lng: 129.0443°,050-2009-9745
f8c566d6-d487-4611-87c9-080398a9d5eb,종은숙,Female,42,1983-02-10,광주광역시 남구 무실로12번길 161,Lat: 42.5618° Lng: 127.4277°,050-2287-1776
5349ee04-34f2-4c7f-bef1-38221e2f9a56,구순미,Female,62,1963-02-13,충청북도 문경시 동온동2길 267,Lat: 39.7079° Lng: 124.5023°,050-4018-1882
53e5b96f-175a-4601-a374-4209cd003f30,봉은정,Female,53,1971-07-24,서울특별시 용산구 송산비봉로 325,Lat: 33.3734° Lng: 125.2298°,050-2221-9051
c58ef03f-b9f7-4ec8-8d35-8bf4d6674ca0,방수아,Female,13,2012-04-22,광주광역시 사상구 죽변중앙로 42,Lat: 43.7186° Lng: 130.2371°,050-9386-2339
2a20c480-688a-41bb-b276-ecc02dc0e1fb,노지환,Male,25,1999-09-12,경기도 화성시 답십리로 299,Lat: 35.6665° Lng: 129.5061°,050-7230-4655
982dd87f-e2b1-4c4d-8f4e-af15499630d1,원은솔,Female,32,1992-08-27,전북특별자치도 장성군 회문2길 124,Lat: 41.1991° Lng: 129.5322°,050-9952-7236
7d0f0233-76ef-415c-b9e2-1f016209e96b,최준수,Male,21,2003-10-02,경상남도 양구군 부원이음로 144,Lat: 36.7805° Lng: 129.4456°,050-4899-5855
e3c52b0a-e41d-4645-a7e5-14cd91d02a17,안정란,Female,54,1970-11-14,서울특별시 부산진구 옥포로57길 339,Lat: 42.5642° Lng: 127.0548°,050-2971-1951
d68265e0-ad47-403d-a4e9-90dc49192a97,계영연,Female,56,1969-03-08,경기도 연천군 계백로421번길 276,Lat: 33.7934° Lng: 129.9324°,050-4807-3455
e85c044e-4669-4fcf-b6c8-3e52eaac5f65,권예서,Female,32,1992-07-26,광주광역시 용산구 성저3길 56,Lat: 33.4169° Lng: 129.9502°,050-3695-2944
dab0874f-d21c-47d4-a793-ca4bfed68f97,승동건,Male,24,2000-12-08,경상남도 김해시 여수해1길 2,Lat: 33.8746° Lng: 125.7583°,050-5938-8015
8448ed81-bc91-4c50-a9dc-8df3d825d324,송미애,Female,59,1966-04-23,제주특별자치도 단양군 광릉수목원로 103,Lat: 43.4395° Lng: 129.5713°,050-7073-5585
1e2135e6-fc18-46be-bdd3-5a8bd667cd43,고유선,Female,30,1994-09-28,경기도 괴산군 노동두산길 211,Lat: 39.9818° Lng: 129.4213°,050-2871-5005
30f45b67-73ab-47cd-ad7b-f3c77499c3ef,판유빈,Female,17,2008-01-10,경상남도 성주군 후서길 134,Lat: 43.7049° Lng: 129.8217°,050-0132-3042
f6656544-1fba-455d-ab81-472d68f9a0ab,봉영경,Female,53,1971-11-16,강원특별자치도 태안군 파동로30길 169,Lat: 37.8075° Lng: 125.5045°,050-4742-6485
82b79df5-8a99-48a4-bcb8-85413c46fa9d,문지후,Male,10,2015-03-03,전북특별자치도 횡성군 용산로4길 83,Lat: 41.1333° Lng: 124.8302°,050-3454-2086
66376c75-4700-4bf5-babf-cf2b807e8699,시정민,Male,21,2004-03-18,광주광역시 양천구 감이남로40번길 236,Lat: 41.5785° Lng: 126.4881°,050-9115-4962
8e35009d-1bc8-4dac-928b-244c7edb2f34,윤서하,Female,12,2013-06-10,강원특별자치도 고양시 덕양구 천동넙고길 74,Lat: 40.3224° Lng: 127.9960°,050-3548-3389
4a2f57a4-2075-4b19-8756-38ccb3bfd322,김영길,Male,62,1963-03-12,전라남도 청주시 흥덕구 봉황천자전거2길 3,Lat: 37.2076° Lng: 126.2680°,050-3963-3616
7353b5dc-43f5-4176-a8d9-960d5e879e50,진은림,Female,38,1987-04-22,충청북도 안동시 실학로 25,Lat: 41.8048° Lng: 125.8004°,050-7277-0669
3c87659d-a273-409b-9b09-6cd293668553,지유림,Female,20,2005-01-27,경상북도 경주시 하내1길 336,Lat: 41.0370° Lng: 125.7237°,050-5156-5286
fd79a16e-db7b-4e5e-a3ce-142454c846a5,신동우,Male,38,1987-05-15,전라남도 창원시 성산구 차성길 123,Lat: 33.6939° Lng: 124.7509°,050-8434-1614
de971836-2ed5-4ff3-b61d-ff826a63379f,사공미진,Female,40,1985-05-13,제주특별자치도 임실군 무기로 112,Lat: 42.7618° Lng: 128.8276°,050-1024-5176
10c8bdf0-f321-44f8-b884-7d9f4cc7a91b,갈다영,Female,30,1995-03-17,경상남도 과천시 금관대로 106,Lat: 33.8796° Lng: 125.9713°,050-9966-2120
18dac33a-8772-4711-bc8c-972e1cb33892,나서윤,Female,14,2010-11-15,세종특별자치시 종로구 산성대로576번길 211,Lat: 34.4956° Lng: 125.1942°,050-3146-6512
ea3b7391-2999-4176-a582-5ab3b9f7c0d9,석영민,Male,35,1989-07-22,부산광역시 동래구 구량서산길 334,Lat: 39.6665° Lng: 130.1498°,050-5032-1929
14a100d2-edc9-499e-8e0a-4a66715f6c1b,사하율,Female,2,2023-05-22,대전광역시 노원구 낫질길 335,Lat: 38.1716° Lng: 128.0721°,050-7354-6472
dc7260b7-4da9-48fb-ae8b-5475fb7218f3,승영석,Male,60,1964-12-04,경상남도 제주시 석성남로178번길 117,Lat: 42.0504° Lng: 124.3249°,050-2581-9788
c089b18d-2537-4b59-934f-6c165059c8c2,방준서,Male,14,2011-04-20,전북특별자치도 이천시 장무로 282,Lat: 40.0916° Lng: 127.1167°,050-0983-4585
29b5c3fe-5b41-42d0-ba3d-5ba8c212048e,강진식,Male,52,1973-05-06,충청북도 이천시 봉명길 157,Lat: 38.8581° Lng: 125.5719°,050-4673-9430
e3d80a4c-ddb6-4155-b4fd-e8964b2538c6,승상현,Male,18,2007-03-08,경상남도 고양시 일산서구 영나로 300,Lat: 36.1072° Lng: 124.1154°,050-4179-9377
c9e1696e-7972-4743-aa21-2e5a37859fdf,어미정,Female,38,1987-02-16,서울특별시 마포구 선운중앙로 84,Lat: 38.7950° Lng: 131.8369°,050-8812-9883
4ba06c34-4d6f-4b29-85e1-ccdf8e664523,상영란,Female,38,1986-11-11,충청남도 해남군 옥산시내1길 128,Lat: 42.0810° Lng: 128.6264°,050-6476-1137
d0de2201-43dd-48c0-8fce-bb13334383ed,최미숙,Female,42,1982-09-03,충청북도 함평군 매곡로2길 243,Lat: 33.2329° Lng: 125.4688°,050-4832-2023
004841ed-ce66-4c40-a403-b131ec6f2b39,길윤아,Female,13,2012-03-22,대구광역시 금천구 이성로 291,Lat: 36.3551° Lng: 128.2087°,050-5798-0437
